sid,name,ticker,type,slug,isin
A2ZI,A2z Infra Engineering Ltd,A2ZINFRA,stock,/stocks/a2z-infra-engineering-A2ZI,INE619I01012
AAKA,Aakash Exploration Services Ltd,AAKASH,stock,/stocks/aakash-exploration-services-AAKA,INE087Z01024
ABAN,Aban Offshore Ltd,ABAN,stock,/stocks/aban-offshore-ABAN,INE421A01028
AARU,Aarti Surfactants Ltd,AARTISURF,stock,/stocks/aarti-surfactants-AARU,INE09EO01013
ARTI,Aarti Industries Ltd,AARTIIND,stock,/stocks/aarti-industries-ARTI,INE769A01020
AARI,Aarvi Encon Ltd,AARVI,stock,/stocks/aarvi-encon-AARI,INE754X01016
ABB,ABB India Ltd,ABB,stock,/stocks/abb-india-ABB,INE117A01022
ABOT,Abbott India Ltd,ABBOTINDIA,stock,/stocks/abbott-india-ABOT,INE358A01014
ADRG,Aarti Drugs Ltd,AARTIDRUGS,stock,/stocks/aarti-drugs-ADRG,INE767A01016
AARN,Aaron Industries Ltd,AARON,stock,/stocks/aaron-industries-AARN,INE721Z01010
AVAS,Aavas Financiers Ltd,AAVAS,stock,/stocks/aavas-financiers-AVAS,INE216P01012
ADTB,Aditya Birla Capital Ltd,ABCAPITAL,stock,/stocks/aditya-birla-capital-ADTB,INE674K01013
AGRP,Agro Phos (India) Ltd,AGROPHOS,stock,/stocks/agro-phos-india-AGRP,INE740V01019
ACC,ACC Ltd,ACC,stock,/stocks/acc-ACC,INE012A01025
ADIA,Aditya Birla Fashion and Retail Ltd,ABFRL,stock,/stocks/aditya-birla-fashion-and-retail-ADIA,INE647O01011
AMRN,ADF Foods Ltd,ADFFOODS,stock,/stocks/adf-foods-AMRN,INE982B01027
ADEL,Adani Enterprises Ltd,ADANIENT,stock,/stocks/adani-enterprises-ADEL,INE423A01024
ACCU,Accuracy Shipping Ltd,ACCURACY,stock,/stocks/accuracy-shipping-ACCU,INE648Z01023
ADIL,Aditya Birla Sun Life Nifty Bank ETF,ABSLBANETF,etf,/etfs/aditya-birla-sun-life-nifty-bank-etf-ADIL,INF209KB17D5
AROI,Adroit Infotech Ltd,ADROITINFO,stock,/stocks/adroit-infotech-AROI,INE737B01033
APSE,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,stock,/stocks/adani-ports-and-special-economic-zone-APSE,INE742F01042
ABMN,Abm International Ltd,ABMINTLLTD,stock,/stocks/abm-international-ABMN,INE251C01025
ADAN,Adani Power Ltd,ADANIPOWER,stock,/stocks/adani-power-ADAN,INE814H01029
ADAG,Adani Total Gas Ltd,ATGL,stock,/stocks/adani-gas-ADAG,INE399L01023
AGWL,Agarwal Industrial Corporation Ltd,AGARIND,stock,/stocks/agarwal-industrial-corporation-AGWL,INE204E01012
AIAE,AIA Engineering Ltd,AIAENG,stock,/stocks/aia-engineering-AIAE,INE212H01026
ALSL,Almondz Global Securities Ltd,ALMONDZ,stock,/stocks/almondz-global-securities-ALSL,INE326B01035
AMBE,Amber Enterprises India Ltd,AMBER,stock,/stocks/amber-enterprises-india-AMBE,INE371P01015
AMDM,AMD Industries Ltd,AMDIND,stock,/stocks/amd-industries-AMDM,INE005I01014
AKSO,Aksh Optifibre Ltd,AKSHOPTFBR,stock,/stocks/aksh-optifibre-AKSO,INE523B01011
ALAK,Alankit Ltd,ALANKIT,stock,/stocks/alankit-ALAK,INE914E01040
ALMC,Alembic Ltd,ALEMBICLTD,stock,/stocks/alembic-ALMC,INE426A01027
ADIB,Aditya Birla Sun Life Nifty Next 50 ETF,ABSLNN50ET,etf,/etfs/aditya-birla-sun-life-nifty-next-50-etf-ADIB,INF209KB16D7
ASHE,Asian Hotels (East) Ltd,AHLEAST,stock,/stocks/asian-hotels-east-ASHE,INE926K01017
AKAS,Akash Infra-Projects Ltd,AKASH,stock,/stocks/akash-infra-projects-AKAS,INE737W01013
AMAR,Amara Raja Energy & Mobility Ltd,ARE&M,stock,/stocks/amara-raja-batteries-AMAR,INE885A01032
ABUJ,Ambuja Cements Ltd,AMBUJACEM,stock,/stocks/ambuja-cements-ABUJ,INE079A01024
ABIN,A B Infrabuild Ltd,ABINFRA,stock,/stocks/a-b-infrabuild-ABIN,INE00YB01025
ADAI,Adani Energy Solutions Ltd,ADANIENSOL,stock,/stocks/adani-transmission-ADAI,INE931S01010
ADIS,Allied Digital Services Ltd,ADSL,stock,/stocks/allied-digital-services-ADIS,INE102I01027
AEGS,Aegis Logistics Ltd,AEGISLOG,stock,/stocks/aegis-logistics-AEGS,INE208C01025
AMBK,Ambika Cotton Mills Ltd,AMBIKCO,stock,/stocks/ambika-cotton-mills-AMBK,INE540G01014
AICI,Ai Champdany Industries Ltd,AICHAMP,stock,/stocks/ai-champdany-industries-AICI,INE768E01024
AIRA,Airan Ltd,AIRAN,stock,/stocks/airan-AIRA,INE645W01026
AJOO,Ajooni Biotech Ltd,AJOONI,stock,/stocks/ajooni-biotech-AJOO,INE820Y01021
AKSH,Aksharchem (India) Ltd,AKSHARCHEM,stock,/stocks/aksharchem-india-AKSH,INE542B01011
ALML,Alkali Metals Ltd,ALKALI,stock,/stocks/alkali-metals-ALML,INE773I01017
ALKY,Alkyl Amines Chemicals Ltd,ALKYLAMINE,stock,/stocks/alkyl-amines-chemicals-ALKY,INE150B01039
ANRA,Anant Raj Ltd,ANANTRAJ,stock,/stocks/anant-raj-ANRA,INE242C01024
ALPS,Alps Industries Ltd,ALPSINDUS,stock,/stocks/alps-industries-ALPS,INE093B01015
ACEN,Ace Integrated Solutions Ltd,ACEINTEG,stock,/stocks/ace-integrated-solutions-ACEN,INE543V01017
AFFL,Affle 3i Ltd,AFFLE,stock,/stocks/affle-india-AFFL,INE00WC01027
ALKE,Alkem Laboratories Ltd,ALKEM,stock,/stocks/alkem-laboratories-ALKE,INE540L01014
AJAN,Amrutanjan Health Care Ltd,AMRUTANJAN,stock,/stocks/amrutanjan-health-care-AJAN,INE098F01031
ADOR,Ador Welding Ltd,ADOR,stock,/stocks/ador-welding-ADOR,INE045A01017
AKZO,Akzo Nobel India Ltd,AKZOINDIA,stock,/stocks/akzo-nobel-india-AKZO,INE133A01011
ALIO,Alicon Castalloy Ltd,ALICON,stock,/stocks/alicon-castalloy-ALIO,INE062D01024
ALPA,Alpa Laboratories Ltd,ALPA,stock,/stocks/alpa-laboratories-ALPA,INE385I01010
ALBD,Albert David Ltd,ALBERTDAVD,stock,/stocks/albert-david-ALBD,INE155C01010
ALPI,Alphageo (India) Ltd,ALPHAGEO,stock,/stocks/alphageo-india-ALPI,INE137C01018
ACCO,Accord Synergy Ltd,ACCORD,stock,/stocks/accord-synergy-ACCO,INE113X01015
AGTL,Agri-Tech (India) Ltd,AGRITECH,stock,/stocks/agri-tech-india-AGTL,INE449G01018
ANII,ANI Integrated Services Ltd,AISL,stock,/stocks/ani-integrated-services-ANII,INE635Y01015
AKGE,AKG Exim Ltd,AKG,stock,/stocks/akg-exim-AKGE,INE00Y801016
AAAI,Ambica Agarbathies Aroma & Industries Ltd,AMBICAAGAR,stock,/stocks/ambica-agarbathies-aroma-and-industries-AAAI,INE792B01012
ADEN,Advanced Enzyme Technologies Ltd,ADVENZYMES,stock,/stocks/advanced-enzyme-technologies-ADEN,INE837H01020
AHLU,Ahluwalia Contracts (India) Ltd,AHLUCONT,stock,/stocks/ahluwalia-contracts-india-AHLU,INE758C01029
AMJL,AMJ Land Holdings Ltd,AMJLAND,stock,/stocks/amj-land-holdings-AMJL,INE606A01024
AHIN,Ahimsa Industries Ltd,AHIMSA,stock,/stocks/ahimsa-industries-AHIN,INE136T01014
AHLA,Ahlada Engineers Ltd,AHLADA,stock,/stocks/ahlada-engineers-AHLA,INE00PV01013
AIRO,Airo Lam Ltd,AIROLAM,stock,/stocks/airolam-AIRO,INE801L01010
AJME,Ajmera Realty & Infra India Ltd,AJMERA,stock,/stocks/ajmera-realty-and-infra-india-AJME,INE298G01027
ACLL,Allcargo Logistics Ltd,ALLCARGO,stock,/stocks/allcargo-logistics-ACLL,INE418H01029
AMTL,Advance Metering Technology Ltd,AMTL,stock,/stocks/advance-metering-technology-AMTL,INE436N01029
ALLS,Alldigi Tech Ltd,ALLDIGI,stock,/stocks/allsec-technologies-ALLS,INE835G01018
ALOK,Alok Industries Ltd,ALOKINDS,stock,/stocks/alok-industries-ALOK,INE270A01029
ACCY,Accelya Solutions India Ltd,ACCELYA,stock,/stocks/accelya-solutions-india-ACCY,INE793A01012
ACEL,Action Construction Equipment Ltd,ACE,stock,/stocks/action-construction-equipment-ACEL,INE731H01025
ADNA,Adani Green Energy Ltd,ADANIGREEN,stock,/stocks/adani-green-energy-ADNA,INE364U01010
ADHO,Advani Hotels and Resorts (India) Ltd,ADVANIHOTR,stock,/stocks/advani-hotels-and-resorts-india-ADHO,INE199C01026
AJPH,Ajanta Pharma Ltd,AJANTPHARM,stock,/stocks/ajanta-pharma-AJPH,INE031B01049
AMBN,Ambani Orgochem Ltd,AMBANIORGO,stock,/stocks/ambani-organics-AMBN,INE00C501018
ANDC,Andhra Cements Ltd,ACL,stock,/stocks/andhra-cements-ANDC,INE666E01020
AMPL,Ankit Metal & Power Ltd,ANKITMETAL,stock,/stocks/ankit-metal-and-power-AMPL,INE106I01010
ANTC,Antarctica Ltd,ANTGRAPHIC,stock,/stocks/antarctica-ANTC,INE414B01021
ARVN,Arvind Ltd,ARVIND,stock,/stocks/arvind-ARVN,INE034A01011
ANDS,Andhra Sugars Ltd,ANDHRSUGAR,stock,/stocks/andhra-sugars-ANDS,INE715B01021
ANDA,Andhra Paper Ltd,ANDHRAPAP,stock,/stocks/andhra-paper-ANDA,INE435A01051
ANIK,Anik Industries Ltd,ANIKINDS,stock,/stocks/anik-industries-ANIK,INE087B01017
APLH,Apollo Hospitals Enterprise Ltd,APOLLOHOSP,stock,/stocks/apollo-hospitals-enterprise-APLH,INE437A01024
APTA,Aptech Ltd,APTECHT,stock,/stocks/aptech-APTA,INE266F01018
ANCM,Anjani Portland Cement Ltd,APCL,stock,/stocks/anjani-portland-cement-ANCM,INE071F01012
ANUE,Anup Engineering Ltd,ANUP,stock,/stocks/anup-engineering-ANUE,INE294Z01018
ANSP,Ansal Properties and Infrastructure Ltd,ANSALAPI,stock,/stocks/ansal-properties-and-infrastructure-ANSP,INE436A01026
AHFN,Ashiana Housing Ltd,ASHIANA,stock,/stocks/ashiana-housing-AHFN,INE365D01021
ANSL,Ansal Housing Ltd,ANSALHSG,stock,/stocks/ansal-housing-ANSL,INE880B01015
APAR,Apar Industries Ltd,APARINDS,stock,/stocks/apar-industries-APAR,INE372A01015
ARRO,Arrow Greentech Ltd,ARROWGREEN,stock,/stocks/arrow-greentech-ARRO,INE570D01018
AISG,Asahi India Glass Ltd,ASAHIINDIA,stock,/stocks/asahi-india-glass-AISG,INE439A01020
ASSC,Asahi Songwon Colors Ltd,ASAHISONG,stock,/stocks/asahi-songwon-colors-lucky-laminates-ASSC,INE228I01012
ASCM,Ascom Leasing & Investments Ltd,ASCOM,stock,/stocks/ascom-leasing-and-investments-ASCM,INE08KD01015
ASPT,Astral Ltd,ASTRAL,stock,/stocks/astral-poly-technik-ASPT,INE006I01046
ATLT,Atlantaa Ltd,ATLANTAA,stock,/stocks/atlanta-ATLT,INE285H01022
AURA,Alcokraft Distilleries Ltd,ALCODIS,stock,/stocks/aurangabad-distillery-AURA,INE448V01019
APOS,Apollo Sindoori Hotels Ltd,APOLSINHOT,stock,/stocks/apollo-sindoori-hotels-APOS,INE451F01024
ATEM,Artemis Medicare Services Ltd,ARTEMISMED,stock,/stocks/artemis-medicare-services-ATEM,INE025R01021
ATCY,Atlas Cycles (Haryana) Ltd,ATLASCYCLE,stock,/stocks/atlas-cycles-haryana-ATCY,INE446A01025
AXIT,Axiscades Technologies Ltd,AXISCADES,stock,/stocks/axiscades-technologies-AXIT,INE555B01013
ARVE,Arvee Laboratories (India) Ltd,ARVEE,stock,/stocks/arvee-laboratories-india-ARVE,INE006Z01016
AVAD,Avadh Sugar & Energy Ltd,AVADHSUGAR,stock,/stocks/avadh-sugar-and-energy-AVAD,INE349W01017
AVSL,AVSL Industries Ltd,AVSL,stock,/stocks/avsl-industries-AVSL,INE522V01011
ARVF,Arvind Fashions Ltd,ARVINDFASN,stock,/stocks/arvind-fashions-ARVF,INE955V01021
ARVD,Arvind Smartspaces Ltd,ARVSMART,stock,/stocks/arvind-smartspaces-ARVD,INE034S01021
ASAS,Automotive Stampings and Assemblies Ltd,ASAL,stock,/stocks/automotive-stampings-and-assemblies-ASAS,INE900C01027
ASOK,Ashok Leyland Ltd,ASHOKLEY,stock,/stocks/ashok-leyland-ASOK,INE208A01029
ASGI,Asian Granito India Ltd,ASIANTILES,stock,/stocks/asian-granito-india-ASGI,INE022I01019
APEX,Apex Frozen Foods Ltd,APEX,stock,/stocks/apex-frozen-foods-APEX,INE346W01013
APLA,APL Apollo Tubes Ltd,APLAPOLLO,stock,/stocks/apl-apollo-tubes-APLA,INE702C01027
ALEM,Alembic Pharmaceuticals Ltd,APLLTD,stock,/stocks/alembic-pharmaceuticals-ALEM,INE901L01018
AUSM,Ausom Enterprise Ltd,AUSOMENT,stock,/stocks/ausom-enterprise-AUSM,INE218C01016
ATOA,Automotive Axles Ltd,AUTOAXLES,stock,/stocks/automotive-axles-ATOA,INE449A01011
AXBK,Axis Bank Ltd,AXISBANK,stock,/stocks/axis-bank-AXBK,INE238A01034
AOLL,Apollo Pipes Ltd,APOLLOPIPE,stock,/stocks/apollo-pipes-AOLL,INE126J01016
ASTM,Astra Microwave Products Ltd,ASTRAMICRO,stock,/stocks/astra-micro-wave-products-ASTM,INE386C01029
AVTN,AVT Natural Products Ltd,AVTNPL,stock,/stocks/avt-natural-products-AVTN,INE488D01021
AXGF,Axis Gold ETF,AXISGOLD,etf,/etfs/axis-gold-etf-AXGF,INF846K01W80
AROG,Aro Granite Industries Ltd,AROGRANITE,stock,/stocks/aro-granite-industries-AROG,INE210C01013
ASHM,Ashapura Minechem Ltd,ASHAPURMIN,stock,/stocks/ashapura-minechem-ASHM,INE348A01023
AUIN,Autoline Industries Ltd,AUTOIND,stock,/stocks/autoline-industries-AUIN,INE718H01014
AVRI,Avro India Ltd,AVROIND,stock,/stocks/avro-india-AVRI,INE652Z01017
ARFL,Arihant Foundations & Housing Ltd,ARIHANT,stock,/stocks/arihant-foundations-and-housing-ARFL,INE413D01011
ARGG,Archies Ltd,ARCHIES,stock,/stocks/archies-ARGG,INE731A01020
ARBN,Aurobindo Pharma Ltd,AUROPHARMA,stock,/stocks/aurobindo-pharma-ARBN,INE406A01037
ASAL,Associated Alcohols & Breweries Ltd,ASALCBR,stock,/stocks/associated-alcohols-and-breweries-ASAL,INE073G01016
AVNT,Avanti Feeds Ltd,AVANTIFEED,stock,/stocks/avanti-feeds-AVNT,INE871C01038
ASTE,Astec Lifesciences Ltd,ASTEC,stock,/stocks/astec-lifesciences-ASTE,INE563J01010
ATRD,Aster DM Healthcare Ltd,ASTERDM,stock,/stocks/aster-dm-healthcare-ATRD,INE914M01019
AUFI,AU Small Finance Bank Ltd,AUBANK,stock,/stocks/au-small-finance-bank-AUFI,INE949L01017
AVGL,AVG Logistics Ltd,AVG,stock,/stocks/avg-logistics-AVGL,INE680Z01018
AISN,Axis Nifty 50 ETF,AXISNIFTY,etf,/etfs/axis-nifty-50-etf-AISN,INF846K01W98
ASTR,Astrazeneca Pharma India Ltd,ASTRAZEN,stock,/stocks/astrazeneca-pharma-india-ASTR,INE203A01020
APSL,Aurionpro Solutions Ltd,AURIONPRO,stock,/stocks/aurionpro-solutions-APSL,INE132H01018
ASHL,Ashima Ltd,ASHIMASYN,stock,/stocks/ashima-ASHL,INE440A01010
ATLP,Atul Ltd,ATUL,stock,/stocks/atul-ATLP,INE100A01010
ARIS,Arihant Superstructures Ltd,ARIHANTSUP,stock,/stocks/arihant-superstructures-ARIS,INE643K01018
ARLF,Arman Financial Services Ltd,ARMANFIN,stock,/stocks/arman-financial-services-ARLF,INE109C01017
ASLI,ASL Industries Ltd,ASLIND,stock,/stocks/asl-industries-ASLI,INE617I01024
ASPI,Aspinwall and Company Ltd,ASPINWALL,stock,/stocks/aspinwall-and-co-ASPI,INE991I01015
ASTO,Astron Paper & Board Mill Ltd,ASTRON,stock,/stocks/astron-paper-and-board-mill-ASTO,INE646X01014
APCI,Apcotex Industries Ltd,APCOTEXIND,stock,/stocks/apcotex-industries-APCI,INE116A01032
APLL,Apollo Micro Systems Ltd,APOLLO,stock,/stocks/apollo-micro-systems-APLL,INE713T01028
ARCY,Archidply Industries Ltd,ARCHIDPLY,stock,/stocks/archidply-industries-ARCY,INE877I01016
ARSH,Arshiya Ltd,ARSHIYA,stock,/stocks/arshiya-ARSH,INE968D01022
ARTN,Art Nirman Ltd,ARTNIRMAN,stock,/stocks/art-nirman-ARTN,INE738V01013
ASHT,Asian Hotels (North) Ltd,ASIANHOTNR,stock,/stocks/asian-hotels-north-ASHT,INE363A01022
ASPN,Asian Paints Ltd,ASIANPAINT,stock,/stocks/asian-paints-ASPN,INE021A01026
APLO,Apollo Tyres Ltd,APOLLOTYRE,stock,/stocks/apollo-tyres-APLO,INE438A01022
ARAI,Aries Agro Ltd (CN),ARIES,stock,/stocks/aries-agro-ARAI,INE298I01015
ABDL,Ashoka Buildcon Ltd,ASHOKA,stock,/stocks/ashoka-buildcon-ABDL,INE442H01029
ATUL,Atul Auto Ltd,ATULAUTO,stock,/stocks/atul-auto-ATUL,INE951D01028
AYMS,Aym Syntex Ltd,AYMSYNTEX,stock,/stocks/aym-syntex-AYMS,INE193B01039
ABML,Aditya Birla Money Ltd,BIRLAMONEY,stock,/stocks/aditya-birla-money-ABML,INE865C01022
AITY,Aditya Birla Sun Life Gold ETF,BSLGOLDETF,etf,/etfs/aditya-bsl-gold-etf-AITY,INF209KB18D3
CNTY,Aditya Birla Real Estate Ltd,ABREL,stock,/stocks/century-textile-and-industries-CNTY,INE055A01016
AVEU,Avenue Supermarts Ltd,DMART,stock,/stocks/avenue-supermarts-AVEU,INE192R01011
ADIY,Aditya Birla Sun Life Nifty 50 ETF,BSLNIFTY,etf,/etfs/aditya-bsl-nifty-50-etf-ADIY,INF209KB19D1
GOLD,Aion-Tech Solutions Ltd,GOLDTECH,stock,/stocks/goldstone-technologies-GOLD,INE805A01014
GAIN,AJR Infra & Tolling Ltd,AJRINFRA,stock,/stocks/gammon-infrastructure-projects-GAIN,INE181G01025
GODH,Auri Grow India Ltd,AURIGROW,stock,/stocks/godha-cabcon-and-insulation-GODH,INE925Y01036
HSNT,AGI Greenpac Ltd,AGI,stock,/stocks/hsil-HSNT,INE415A01038
MAJC,Aurum Proptech Ltd,AURUM,stock,/stocks/majesco-MAJC,INE898S01029
ORCR,AG Ventures Ltd,AGVENTURES,stock,/stocks/oriental-carbon-and-chemicals-ORCR,INE321D01016
SELA,Antelopus Selan Energy Ltd,ANTELOPUS,stock,/stocks/selan-exploration-technology-SELA,INE818A01017
ANU,Anuroop Packaging Ltd,ANUROOP,stock,/stocks/anuroop-packaging-ANU,INE490Z01012
AVL,Aditya Vision Ltd,AVL,stock,/stocks/aditya-vision-AVL,INE679V01027
AKI,AKI India Ltd,AKI,stock,/stocks/aki-india-AKI,INE642Z01026
ALS,Alstone Textiles (India) Ltd,ALSTONE,stock,/stocks/alstone-textiles-india-ALS,INE184S01024
ASH,Ashnisha Industries Ltd,ASHNI,stock,/stocks/ashnisha-industries-ASH,INE694W01024
AAL,A-1 Ltd,A1L,stock,/stocks/a-1-acid-AAL,INE911Z01017
AAR,Aartech Solonics Ltd,AARTECH,stock,/stocks/aartech-solonics-AAR,INE01C001026
ACT,Active Clothing Co Ltd,ACTIVE,stock,/stocks/active-clothing-co-ACT,INE380Z01015
AML,Ashoka Metcast Ltd,ASHOKAMET,stock,/stocks/ashoka-metcast-AML,INE760Y01011
AIH,Ambassador Intra Holdings Ltd,AIHL,stock,/stocks/ambassador-intra-holdings-AIH,INE342U01016
AXI,Axita Cotton Ltd,AXITA,stock,/stocks/axita-cotton-AXI,INE02EZ01022
ARL,Anand Rayons Ltd,ARL,stock,/stocks/anand-rayons-ARL,INE02GA01012
ANM,Anmol India Ltd,ANMOL,stock,/stocks/anmol-india-ANM,INE02AR01019
ASS,Assam Entrade Ltd,ASSAMENT,stock,/stocks/assam-entrade-ASS,INE165G01010
AKM,Aayush Art and Bullion Ltd,AAYUSHBULL,stock,/stocks/akm-lace-and-embrotex-AKM,INE777X01017
ANA,ANG Lifesciences India Ltd,ANG,stock,/stocks/ang-lifesciences-india-ANA,INE236W01016
TOW,Altius Telecom Infrastructure Trust,ALTIUSINVIT,stock,/stocks/tower-infrastructure-trust-TOW,INE0BWS23018
ALP,Alphalogic Techsys Ltd,ALPHALOGIC,stock,/stocks/alphalogic-techsys-ALP,INE08E401029
AGO,Ashapuri Gold Ornament Ltd,AGOL,stock,/stocks/ashapuri-gold-ornament-AGO,INE05FR01029
ASR,Add-Shop E-Retail Ltd,ASRL,stock,/stocks/add-shop-e-retail-ASR,INE01B501018
AMR,Amrapali Fincap Ltd,AMRAFIN,stock,/stocks/amrapali-fincap-AMR,INE990S01016
ATI,Atishay Ltd,ATISHAY,stock,/stocks/atishay-ATI,INE011R01013
APO,Apoorva Leasing Finance and Investment Company Ltd,APOORVA,stock,/stocks/apoorva-leasing-finance-and-investment-co-APO,INE217S01014
AAY,Aayush Wellness Ltd,AAYUSH,stock,/stocks/aayush-food-and-herbs-AAY,INE430R01023
AKS,Akshar Spintex Ltd,AKSHAR,stock,/stocks/akshar-spintex-AKS,INE256Z01025
ACE,Ace men engg works Ltd,ACEMEN,stock,/stocks/ace-men-engg-works-ACE,INE023R01018
ATH,Athena Constructions Ltd,ATHCON,stock,/stocks/athena-constructions-ATH,INE291R01011
ACM,Aditya Consumer Marketing Ltd,ACML,stock,/stocks/aditya-consumer-marketing-ACM,INE427V01013
ADVI,Advik Capital Ltd,ADVIKCA,stock,/stocks/advik-capital-ADVI,INE178T01024
ANG,Angel Fibers Ltd,ANGEL,stock,/stocks/angel-fibers-ANG,INE339Z01011
AMI,Amin Tannery Ltd,AMINTAN,stock,/stocks/amin-tannery-AMI,INE572Z01017
BSL,Aditya Birla Sun Life BSE Sensex ETF,BSLSENETFG,etf,/etfs/aditya-bsl-sensex-30-etf-BSL,INF209KB10E8
AARNA,Aarnav Fashions Ltd,AARNAV,stock,/stocks/aarnav-fashions-AARNA,INE750R01016
ASY,Advance Syntex Ltd,ASYL,stock,/stocks/advance-syntex-ASY,INE184U01012
AGI,AGI Infra Ltd,AGIIL,stock,/stocks/agi-infra-AGI,INE976R01033
ADH,Adhiraj Distributors Ltd,ADHIRAJ,stock,/stocks/adhiraj-distributors-ADH,INE067R01015
AFF,Affordable Robotic & Automation Ltd,AFFORDABLE,stock,/stocks/affordable-robotic-and-automation-AFF,INE692Z01013
ART,Artemis Electricals and Projects Ltd,AEPL,stock,/stocks/artemis-electricals-ART,INE757T01025
ARYA,Aryaman Capital Markets Ltd,ARYACAPM,stock,/stocks/aryaman-capital-markets-ARYA,INE229R01011
ARY,Aryan Share & Stock Brokers Ltd,ARYAN,stock,/stocks/aryan-share-and-stock-brokers-ARY,INE016X01010
ACF,Amrapali Capital and Finance Services Ltd,ACFSL,stock,/stocks/amrapali-capital-and-finance-services-ACF,INE218P01018
AANA,Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,stock,/stocks/aananda-lakshmi-spinning-mills-AANA,INE197R01010
ACFL,Apex Capital and Finance Ltd,ACFL,stock,/stocks/apex-capital-and-finance-ACFL,INE758W01019
ARC,ARC Finance Ltd,ARCFIN,stock,/stocks/a-r-c-finance-ARC,INE202R01026
ACME,Acme Resources Ltd,ACME,stock,/stocks/acme-resources-ACME,INE636B01011
ABA,Abans Enterprises Ltd,ABANSENT,stock,/stocks/abans-enterprises-ABA,INE365O01028
JTA,Annvrridhhi Ventures Ltd,ANVRDHI,stock,/stocks/j-taparia-projects-JTA,INE075K01013
AMRA,Amraworld Agrico Ltd,AMRAAGRI,stock,/stocks/amraworld-agrico-AMRA,INE735C01027
QUE,AmpVolts Ltd,AMPVOLTS,stock,/stocks/quest-softech-india-QUE,INE989J01017
ABH,Abhijit Trading Co Ltd,ABHIJIT,stock,/stocks/abhijit-trading-company-ABH,INE994N01019
BNL,Agribio Spirits Ltd,AGRIBIO,stock,/stocks/beekay-niryat-BNL,INE679E01015
ASI,Asia Capital Ltd,ASIACAP,stock,/stocks/asia-capital-ASI,INE131Q01011
ALF,Abhinav Leasing & Finance Ltd,ALFL,stock,/stocks/abhinav-leasing-and-finance-ALF,INE211D01027
SUPR,Aerpace Industries Ltd,AERPACE,stock,/stocks/supremex-shine-steels-SUPR,INE175N01023
ASP,Aspira Pathlab & Diagnostics Ltd,ASPIRA,stock,/stocks/aspira-pathlab-and-diagnostics-ASP,INE500C01017
AARS,AAR Shyam India Investment Company Ltd,AARSHYAM,stock,/stocks/aar-shyam-india-investment-company-AARS,INE512R01010
ADHB,Adhbhut Infrastructure Ltd,ADHBHUTIN,stock,/stocks/adhbhut-infrastructure-ADHB,INE578L01014
AII,Authum Investment & Infrastructure Ltd,AIIL,stock,/stocks/authum-investment-and-infrastructure-AII,INE206F01022
AFE,A F Enterprises Ltd,AFEL,stock,/stocks/a-f-enterprises-AFE,INE663P01015
ARM,Arman Holdings Ltd,ARMAN,stock,/stocks/arman-holdings-ARM,INE510P01018
ALSA,Alacrity Securities Ltd,ALSL,stock,/stocks/alacrity-securities-ALSA,INE030P01017
ABHI,Abhishek Infraventures Ltd,ABHIINFRA,stock,/stocks/abhishek-infraventures-ABHI,INE281P01016
ARN,Arnold Holdings Ltd,ARNOLD,stock,/stocks/arnold-holdings-ARN,INE185K01036
AVA,Avantel Ltd,AVANTEL,stock,/stocks/avantel-AVA,INE005B01027
ASHI,Ashika Credit Capital Ltd,ASHIKA,stock,/stocks/ashika-credit-capital-ASHI,INE094B01013
ACES,ACE Software Exports Ltd,ACESOFT,stock,/stocks/ace-software-exports-ACES,INE849B01010
ARISI,Aris International Ltd,ARISINT,stock,/stocks/aris-international-ARISI,INE588E01026
ANT,Antariksh Industries Ltd,ANTARIKSH,stock,/stocks/antariksh-industries-ANT,INE825M01017
ASYA,Axis Solutions Ltd,AXISOL,stock,/stocks/asya-infosoft-ASYA,INE520G01024
AMITS,Amit Securities Ltd,AMITSEC,stock,/stocks/amit-securities-AMITS,INE137E01014
AMIT,Amit International Ltd,AMITINT,stock,/stocks/amit-international-AMIT,INE053D01015
ECO,Accedere Ltd,ACCEDERE,stock,/stocks/ecom-infotech-india-ECO,INE578B01015
AVI,AVI Polymers Ltd,AVI,stock,/stocks/avi-polymers-AVI,INE897N01014
ASHC,Ashirwad Capital Ltd,ASHCAP,stock,/stocks/ashirwad-capital-ASHC,INE894A01026
AMM,AMS Polymers Ltd,AMS,stock,/stocks/ams-polymers-AMM,INE345U01019
TRIJ,Abate AS Industries Ltd,ABATEAS,stock,/stocks/trijal-industries-TRIJ,INE454E01013
ANK,Anka India Ltd,ANKIN,stock,/stocks/anka-india-ANK,INE067C01025
AMARS,Amarnath Securities Ltd,AMARSEC,stock,/stocks/amarnath-securities-AMARS,INE745P01010
AMARD,Amerise Biosciences Ltd,AMERISE,stock,/stocks/amradeep-industries-AMARD,INE673C01020
AIM,Alliance Integrated Metaliks Ltd,AIML,stock,/stocks/alliance-integrated-metaliks-AIM,INE123D01024
AEL,Amba Enterprises Ltd,AEL,stock,/stocks/amba-enterprises-AEL,INE829P01020
AUTO,Auto Pins (India) Ltd,AUTOPINS,stock,/stocks/auto-pins-india-AUTO,INE706C01028
ARF,Arfin India Ltd,ARFIN,stock,/stocks/arfin-india-ARF,INE784R01023
