sid,name,ticker,type,slug,isin
KHO,Khoobsurat Ltd,KHOOBSURAT,stock,/stocks/khoobsurat-KHO,INE731G01027
PANK,Kairosoft AI Solutions Ltd,VOLKAI,stock,/stocks/pankaj-piyush-trade-and-investment-PANK,INE820M01018
KAM,Kama Holdings Ltd,KAMAHOLD,stock,/stocks/kama-holdings-KAM,INE411F01010
KJM,KJMC Corporate Advisors (India) Ltd,KJMCCORP,stock,/stocks/kjmc-corporate-advisors-india-KJM,INE602C01011
KAC,Kachchh Minerals Ltd,KACHCHH,stock,/stocks/kachchh-minerals-KAC,INE059E01010
KON,Konndor Industries Ltd,KONNDOR,stock,/stocks/konndor-industries-KON,INE971A01014
KCLI,Kcl Infra Projects Ltd,KCLINFRA,stock,/stocks/kcl-infra-projects-KCLI,INE469F01026
BIS,Karnawati Innovation Ltd,KARNAWATI,stock,/stocks/bisil-plast-BIS,INE214D01021
KUSU,Kusam Electrical Industries Ltd,KUSUMEL,stock,/stocks/kusam-electrical-industries-KUSU,INE175Q01018
KGP,KG Petrochem Ltd,KGPETRO,stock,/stocks/kg-petrochem-KGP,INE902G01016
KACL,Kaiser Corporation Ltd,KACL,stock,/stocks/kaiser-corporation-KACL,INE229G01022
KRIS,Krishna Capital and Securities Ltd,KRISHNACAP,stock,/stocks/krishna-capital-and-securities-KRIS,INE897B01019
KCD,KCD Industries India Ltd,KCDGROUP,stock,/stocks/kcd-industries-india-KCD,INE185U01035
KEK,Kotia Enterprises Ltd,KEL,stock,/stocks/kotia-enterprises-KEK,INE079C01012
KBS,KBS India Ltd,KBSINDIA,stock,/stocks/kbs-india-KBS,INE883D01023
ZKO,Kovalam Investment and Trading Co Ltd,ZKOVALIN,stock,/stocks/kovalam-investment-and-trading-co-ZKO,INE735U01011
AIN,Kanoria Energy & Infrastructure Ltd,KEIL,stock,/stocks/a-infrastructure-AIN,INE534E01020
KMF,KMF Builders and Developers Ltd,KMFBLDR,stock,/stocks/kmf-builders-and-developers-KMF,INE580H01026
KRISH,Krishna Ventures Ltd,KRISHNA,stock,/stocks/krishna-ventures-KRISH,INE537L01010
ZKHA,Khandelwal Extractions Ltd,ZKHANDEN,stock,/stocks/khandelwal-extractions-ZKHA,INE687W01010
KIRA,Kiran Print Pack Ltd,KIRANPR,stock,/stocks/kiran-print-pack-KIRA,INE516D01011
KID,Kiduja India Ltd,KIDUJA,stock,/stocks/kiduja-india-KID,INE845A01028
KANCH,Kanchi Karpooram Ltd,KANCHI,stock,/stocks/kanchi-karpooram-KANCH,INE081G01019
KIN,Kinetic Trust Ltd,KINETRU,stock,/stocks/kinetic-trust-KIN,INE674M01019
KAJ,K I C Metaliks Ltd,KAJARIR,stock,/stocks/kic-metaliks-KAJ,INE434C01027
AVO,KOBO Biotech Ltd,KOBO,stock,/stocks/avon-lifesciences-AVO,INE881A01015
KAB,Kabsons Industries Ltd,KABSON,stock,/stocks/kabsons-industries-KAB,INE645C01010
KRE,Kretto Syscon Ltd,KRETTOSYS,stock,/stocks/kretto-syscon-KRE,INE128R01023
KMC,KMC Speciality Hospitals (India) Ltd,KMCSHIL,stock,/stocks/kmc-speciality-hospitals-india-KMC,INE879K01018
KSE,KSE Ltd,KSE,stock,/stocks/kse-KSE,INE953E01022
KMG,KMG Milk Food Ltd,KMGMILK,stock,/stocks/kmg-milk-food-KMG,INE873N01015
VIRT,Kati Patang Lifestyle Ltd,KATIPATANG,stock,/stocks/virtualsoft-systems-VIRT,INE237C01016
KHY,Khyati Multimedia Entertainment Ltd,KHYATI,stock,/stocks/khyati-multimedia-entertainment-KHY,INE593B01030
KLG,KLG Capital Services Ltd,KLGCAP,stock,/stocks/klg-capital-services-KLG,INE929C01018
KKA,Kkalpana Industries (India) Ltd,KKALPANAIND,stock,/stocks/kkalpana-industries-india-KKA,INE301C01028
KRR,K&R Rail Engineering Ltd,KRRAIL,stock,/stocks/kandr-rail-engineering-KRR,INE078T01026
KRITI,Kriti Industries (India) Limited,KRITI,stock,/stocks/kriti-industries-india-KRITI,INE479D01038
KEM,Kemistar Corporation Ltd,KEMISTAR,stock,/stocks/kemistar-corporation-KEM,INE971L01029
KENF,Ken Financial Services Ltd,KENFIN,stock,/stocks/ken-financial-services-KENF,INE395E01018
KUM,Kumbhat Financial Services Ltd,KUMPFIN,stock,/stocks/kumbhat-financial-services-KUM,INE795E01019
KAY,Kay Power and Paper Ltd,KAYPOWR,stock,/stocks/kay-power-and-paper-KAY,INE961B01013
KIRAN,Kiran Syntex Ltd,KIRANSY-B,stock,/stocks/kiran-syntex-KIRAN,INE293D01017
KARTK,Kartik Investments Trust Ltd,KARTKIN,stock,/stocks/kartik-investments-trust-KARTK,INE524U01019
KUW,Kuwer Industries Ltd,KUWERIN,stock,/stocks/kuwer-industries-KUW,INE430F01010
KIM,Kimia Biosciences Ltd,KIMIABL,stock,/stocks/kimia-biosciences-KIM,INE285U01025
KGD,K G Denim Ltd,KGDENIM,stock,/stocks/k-g-denim-KGD,INE104A01012
KANSH,Kanishk Steel Industries Ltd,KANSHST,stock,/stocks/kanishk-steel-industries-KANSH,INE791E01018
KJMC,KJMC Financial Services Ltd,KJMCFIN,stock,/stocks/kjmc-financial-services-KJMC,INE533C01018
KREO,Kreon Finnancial Services Ltd,KREONFIN,stock,/stocks/kreon-finnancial-services-KREO,INE302C01018
MBP,Kalind Ltd,ARUNIS,stock,/stocks/m-b-parikh-finstock-MBP,INE377D01018
KALL,Kallam Textiles Ltd,KALLAM,stock,/stocks/kallam-textiles-KALL,INE629F01025
KIS,Kisan Mouldings Ltd,KISAN,stock,/stocks/kisan-mouldings-KIS,INE017C01012
KAMA,Kamadgiri Fashion Ltd,KAMADGIRI,stock,/stocks/kamadgiri-fashion-KAMA,INE535C01013
KER,Kerala Ayurveda Ltd,KERALAYUR,stock,/stocks/kerala-ayurveda-KER,INE817B01025
KING,Kings Infra Ventures Ltd,KINGSINFR,stock,/stocks/kings-infra-ventures-KING,INE050N01010
RICHI,Kisaan Parivar Industries Ltd,KISAAN,stock,/stocks/richirich-inventures-RICHI,INE102C01020
KFB,Kothari Fermentation and Biochem Ltd,KFBL,stock,/stocks/kothari-fermentation-and-biochem-KFB,INE991B01010
KZL,K Z Leasing and Finance Ltd,KZLFIN,stock,/stocks/k-z-leasing-and-finance-KZL,INE006C01015
SUZ,Kush Industries Ltd,KUSHIND,stock,/stocks/kush-industries-SUZ,INE979D01011
KABR,Kabra Drugs Ltd,KABRADG,stock,/stocks/kabra-drugs-KABR,INE323K01017
KKP,Kkalpana Plastick Ltd,KKPLASTICK,stock,/stocks/kkalpana-plastick-KKP,INE465K01016
KOV,Kovai Medical Center and Hospital Ltd,KOVAI,stock,/stocks/kovai-medical-center-and-hospital-KOV,INE177F01017
KAND,Kandagiri Spinning Millis Ltd,KANDAGIRI,stock,/stocks/kandagiri-spinning-mills-KAND,INE292D01019
KAK,Kakatiya Textiles Ltd,KAKTEX,stock,/stocks/kakatiya-textiles-KAK,INE092E01011
KUN,Kunststoffe Industries Ltd,KUNSTOFF,stock,/stocks/kunststoffe-industries-KUN,INE638D01021
KES,Kesar Petroproducts Ltd,KESARPE,stock,/stocks/kesar-petroproducts-KES,INE133C01033
RJK,Krishanveer Forge Ltd,KVFORGE,stock,/stocks/rajkumar-forge-RJK,INE013J01016
KED,Kedia Construction Co Ltd,KEDIACN,stock,/stocks/kedia-construction-company-KED,INE511J01027
KRY,Krypton Industries Ltd,KRYPTONQ,stock,/stocks/krypton-industries-KRY,INE951B01014
KONA,Konark Synthetic Ltd,KONARKSY,stock,/stocks/konark-synthetic-KONA,INE517D01019
KLR,Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,stock,/stocks/kovilpatti-lakshmi-roller-flour-mills-KLR,INE014E01015
KAMAN,Kamanwala Housing Construction Ltd,KAMANWALA,stock,/stocks/kamanwala-housing-construction-KAMAN,INE344D01018
KEE,Keerthi Industries Ltd,KEERTHI,stock,/stocks/keerthi-industries-KEE,INE145L01012
KHA,Khaitan Chemicals and Fertilizers Ltd,KHAICHEM,stock,/stocks/khaitan-chemicals-and-fertilizers-KHA,INE745B01028
KAJA,Kajal Synthetics and Silk Mills Ltd,KAJALSY,stock,/stocks/kajal-synthetics-and-silk-mills-KAJA,INE956V01011
KILBU,Kilburn Engineering Ltd,KLBRENG-B,stock,/stocks/kilburn-engineering-KILBU,INE338F01015
KAT,Katare Spinning Mills Ltd,KATRSPG,stock,/stocks/katare-spinning-mills-KAT,INE498G01015
KPT,KPT Industries Ltd,KPT,stock,/stocks/kpt-industries-KPT,INE731D01024
KEY,Key Corp Ltd,KEYCORP,stock,/stocks/key-corp-KEY,INE130F01016
KEMP,Kemp and Company Ltd,KEMP,stock,/stocks/kemp-and-co-KEMP,INE060E01018
KAIR,Kaira Can Co Ltd,KAIRA,stock,/stocks/kaira-can-company-KAIR,INE375D01012
KANP,Kanpur Plastipack Ltd,KANPRPLA,stock,/stocks/kanpur-plastipack-KANP,INE694E01014
KINE,Kinetic Engineering Ltd,KINETICENG,stock,/stocks/kinetic-engineering-KINE,INE266B01017
KAYC,Kaycee Industries Ltd,KAYCEEI,stock,/stocks/kaycee-industries-KAYC,INE813G01023
KGK,Kirloskar Pneumatic Company Ltd,KIRLPNU,stock,/stocks/kirloskar-pneumatic-company-KGK,INE811A01020
KELE,Keltech Energies Ltd,KELENRG,stock,/stocks/keltech-energies-KELE,INE881E01017
KOT,Kothari Industrial Corp Ltd,KOTIC,stock,/stocks/kothari-industrial-corporation-KOT,INE972A01020
KOTA,Kotak Nifty IT ETF,IT,etf,/etfs/kotak-it-etf-KOTA,INF174KA1GC5
KALYA,Kalyan Jewellers India Ltd,KALYANKJIL,stock,/stocks/kalyan-jewellers-india-KALYA,INE303R01014
KGE,Kuberan Global Edu Solutions Ltd,KGES,stock,/stocks/kuberan-global-edu-solutions-KGE,INE04CO01018
KIMS,Krishna Institute of Medical Sciences Ltd,KIMS,stock,/stocks/krishna-institute-of-medical-sciences-KIMS,INE967H01025
KME,Knowledge Marine & Engineering Works Ltd,KMEW,stock,/stocks/knowledge-marine-and-engineering-works-KME,INE0CJD01029
KRS,Krsnaa Diagnostics Ltd,KRSNAA,stock,/stocks/krsnaa-diagnostics-KRS,INE08LI01020
KOTY,Kotyark Industries Ltd,KOTYARK,stock,/stocks/kotyark-industries-KOTY,INE0J0B01017
KOTAK,Kotak Nifty Alpha 50 ETF,ALPHA,etf,/etfs/kotak-nifty-alpha-50-etf-KOTAK,INF174KA1IA5
KOTAM,Kotak Nifty Midcap 50 ETF,MIDCAP,etf,/etfs/kotak-midcap-50-etf-KOTAM,INF174KA1IB3
KOTAL,Kotak Nifty 100 Low Volatility 30 ETF,LOWVOL1,etf,/etfs/kotak-nifty-100-low-vol-30-etf-KOTAL,INF174KA1IY5
KRISN,Krishna Defence & Allied Industries Ltd,KRISHNADEF,stock,/stocks/krishna-defence-and-allied-industries-KRISN,INE0J5601015
KNA,KN Agri Resources Ltd,KNAGRI,stock,/stocks/kn-agri-resources-KNA,INE0KNW01016
KRISI,Krishival Foods Ltd,KRISHIVAL,stock,/stocks/empyrean-cashews-KRISI,INE0GGO01015
KCK,KCK Industries Ltd,KCK,stock,/stocks/kck-industries-KCK,INE0J1E01027
KESA,Kesar India Ltd,KESAR,stock,/stocks/kesar-india-KESA,INE0L1C01019
KANDA,Kandarp Digi Smart Bpo Ltd,KANDARP,stock,/stocks/kandarp-digi-smart-bpo-KANDA,INE0MOT01016
KRISC,Krishca Strapping Solutions Ltd,KRISHCA,stock,/stocks/krishca-strapping-solutions-KRISC,INE0NR701018
KOTAN,Kotak Nifty MNC ETF,MNC,etf,/etfs/kotak-nifty-mnc-etf-KOTAN,INF174KA1JF2
KFI,Kfin Technologies Ltd,KFINTECH,stock,/stocks/kfin-technologies-KFI,INE138Y01010
KAMO,Kamdhenu Ventures Ltd,KAMOPAINTS,stock,/stocks/kamdhenu-ventures-KAMO,INE0BTI01037
KDD,Kore Digital Ltd,KDL,stock,/stocks/kore-digital-KDD,INE0O4R01018
KOTAS,Kotak Silver ETF,SILVER1,etf,/etfs/kotak-silver-etf-KOTAS,INF174KA1KU9
RUST,Keystone Realtors Ltd,RUSTOMJEE,stock,/stocks/keystone-realtors-RUST,INE263M01029
KLL,Kundan Edifice Ltd,KEL,stock,/stocks/kundan-edifice-KLL,INE0OWX01025
KOTAC,Kotak Nifty India Consumption ETF,CONS,etf,/etfs/kotak-nifty-india-consumption-etf-KOTAC,INF174KA1JE5
KAYN,Kaynes Technology India Ltd,KAYNES,stock,/stocks/kaynes-technology-india-KAYN,INE918Z01012
KAKA,Kaka Industries Ltd,KAKA,stock,/stocks/kaka-industries-KAKA,INE0P3N01018
KONT,Kontor Space Ltd,KONTOR,stock,/stocks/kontor-space-KONT,INE0KZ301010
KOTAI,Kotak Nifty 1D Rate Liquid ETF,LIQUID1,etf,/etfs/kotak-nifty-1d-rate-liquid-etf-KOTAI,INF174KA1LV5
KHAZ,Khazanchi Jewellers Ltd,KHAZANCHI,stock,/stocks/khazanchi-jewellers-KHAZ,INE0OWC01011
KOD,Kody Technolab Ltd,KODYTECH,stock,/stocks/kody-technolab-KOD,INE0Q7P01013
KAH,Kahan Packaging Ltd,KAHAN,stock,/stocks/kahan-packaging-KAH,INE04T901017
KALYN,Kalyani Cast-Tech Ltd,KALYANI,stock,/stocks/kalyani-cast-tech-KALYN,INE0N6U01018
KKS,KK Shah Hospitals Limited,KKSHL,stock,/stocks/kk-shah-hospitals-KKS,INE0OH401016
KARN,Karnika Industries Ltd,KARNIKA,stock,/stocks/karnika-industries-KARN,INE0MGA01012
KTL,Kalahridhaan Trendz Ltd,KTL,stock,/stocks/kalahridhaan-trendz-KTL,INE02M801018
KPG,KP Green Engineering Ltd,KPGEL,stock,/stocks/kp-green-engineering-KPG,INE0QVH01025
KONS,Konstelec Engineers Ltd,KONSTELEC,stock,/stocks/konstelec-engineers-KONS,INE0QEI01011
KOU,Koura Fine Diamond Jewelry Ltd,KOURA,stock,/stocks/koura-fine-diamond-jewelry-KOU,INE0M8R01011
KCE,Kay Cee Energy & Infra Ltd,KCEIL,stock,/stocks/kay-cee-energy-and-infra-KCE,INE0RCG01017
KKL,Kaushalya Logistics Ltd,KLL,stock,/stocks/kaushalya-logistics-KKL,INE0Q2V01012
KINF,K2 Infragen Ltd,K2INFRA,stock,/stocks/k2-infragen-KINF,INE0DEZ01013
KRYS,Krystal Integrated Services Ltd,KRYSTAL,stock,/stocks/krystal-integrated-services-KRYS,INE0QN801017
KRON,Kronox Lab Sciences Ltd,KRONOX,stock,/stocks/kronox-lab-sciences-KRON,INE0ATZ01017
KIZ,Kizi Apparels Ltd,KIZI,stock,/stocks/kizi-apparels-KIZ,INE0RMR01013
KATA,Kataria Industries Ltd,KATARIA,stock,/stocks/kataria-industries-KATA,INE0SVY01018
KRN,KRN Heat Exchanger and Refrigeration Ltd,KRN,stock,/stocks/krn-heat-exchanger-and-refrigeration-KRN,INE0Q3J01015
KROS,Kross Ltd,KROSS,stock,/stocks/kross-KROS,INE0O6601022
KALAN,Kalana Ispat Ltd,KALANA,stock,/stocks/kalana-ispat-KALAN,INE0T0L01014
KGV,Khyati Global Ventures Ltd,KGVL,stock,/stocks/khyati-global-ventures-KGV,INE0S9501014
KKJ,Kabra Jewels Ltd,KKJEWELS,stock,/stocks/kabra-jewels-KKJ,INE0XOW01017
KNN,Ken Enterprises Ltd,KEN,stock,/stocks/ken-enterprises-KNN,INE15DO01012
MSCI,Kotak MSCI India ETF,MSCIINDIA,etf,/etfs/kotak-msci-india-etf-MSCI,INF174KA1VD2
NIFTY,Kotak Nifty 100 Equal Weight ETF,NIFTY100EW,etf,/etfs/kotak-nifty-100-equal-weight-etf-NIFTY,INF174KA1UW4
MII,Kotak Nifty Midcap 150 ETF,MID150,etf,/etfs/kotak-nifty-midcap-150-etf-MII,INF174KA1VW2
KENR,Kenrik Industries Ltd,KENRIK,stock,/stocks/kenrik-industries-KENR,INE0AOG01018
KALP,Kalpataru Ltd,KALPATARU,stock,/stocks/kalpataru-KALP,INE227J01012
QUAL,Kotak Nifty200 Quality 30 ETF,QUALITY30,etf,/etfs/kotak-nifty200-quality-30-etf-QUAL,INF174KA1WT6
KAYT,Kaytex Fabrics Ltd,KAYTEX,stock,/stocks/kaytex-fabrics-KAYT,INE13ZD01013
PATA,Kati Patang Life Style Ltd Partly Paidup,PATANGPP,stock,/stocks/kati-patang-life-style-partly-paidup-PATA,IN9237C01014
KRT,Knowledge Realty Trust,KRT,stock,/stocks/knowledge-realty-trust-KRT,INE1JAR25012
KARB,Karbonsteel Engineering Ltd,KARBON,stock,/stocks/karbonsteel-engineering-KARB,INE0V8A01016
KRU,Krupalu Metals Ltd,KRUPALU,stock,/stocks/krupalu-metals-KRU,INE0XZB01017
KVS,KVS Castings Ltd,KVSCASTING,stock,/stocks/kvs-castings-KVS,INE163701019
MOMET,Kotak Nifty 200 Momentum 30 ETF,MOMENTUM30,etf,/etfs/kotak-nifty-200-momentum-30-etf-MOMET,INF174KA1XS6
CHEMA,Kotak Nifty Chemicals ETF,CHEMICAL,etf,/etfs/kotak-nifty-chemicals-etf-CHEMA,INF174KA1XV0
KSR,KSR Footwear Ltd,KSR,stock,/stocks/ksr-footwear-KSR,INE1SPP01016
KKSI,K K Silk Mills Ltd,KKSILK,stock,/stocks/k-k-silk-mills-KKSI,INE0EOJ01014
KVT,K V Toys India Ltd,KVTOYS,stock,/stocks/k-v-toys-india-KVT,INE1IE301018
KSHI,KSH International Ltd,KSHINTL,stock,/stocks/ksh-international-KSHI,INE987S01020
IDBE,LIC MF Gold ETF,LICMFGOLD,etf,/etfs/idbi-gold-etf-IDBE,INF397L01554
LICO,LIC MF Nifty 50 ETF,LICNETFN50,etf,/etfs/lic-mf-nifty-50-etf-LICO,INF767K01OS7
LICN,LIC MF Nifty 8-13 yr G-Sec ETF,LICNETFGSC,etf,/etfs/lic-mf-g-sec-long-term-etf-LICN,INF767K01MV5
LICM,LIC MF BSE Sensex ETF,LICNETFSEN,etf,/etfs/lic-mf-sensex-30-etf-LICM,INF767K01OT5
LICU,LIC MF Nifty 100 ETF,LICNFNHGP,etf,/etfs/lic-mf-nifty-100-etf-LICU,INF767K01PC8
LICNM,LIC MF Nifty Midcap 100 ETF,LICNMID100,etf,/etfs/lic-mf-nifty-midcap-100-etf-LICNM,INF767K01RN1
LTOL,LT Foods Ltd,LTFOODS,stock,/stocks/lt-foods-LTOL,INE818H01020
LGBL,LGB Forge Ltd,LGBFORGE,stock,/stocks/lgb-forge-LGBL,INE201J01017
LUMA,Lumax Industries Ltd,LUMAXIND,stock,/stocks/lumax-industries-LUMA,INE162B01018
LUXI,Lux Industries Ltd,LUXIND,stock,/stocks/lux-industries-LUXI,INE150G01020
LYPS,Lypsa Gems & Jewellery Ltd,LYPSAGEMS,stock,/stocks/lypsa-gems-and-jewellery-LYPS,INE142K01011
LINC,Linc Ltd,LINC,stock,/stocks/linc-pen-and-plastics-LINC,INE802B01027
LAXM,Laxmi Cotspin Ltd,LAXMICOT,stock,/stocks/laxmi-cotspin-LAXM,INE801V01019
LOVA,Lovable Lingerie Ltd,LOVABLE,stock,/stocks/lovable-lingerie-LOVA,INE597L01014
LCCI,LCC Infotech Ltd,LCCINFOTEC,stock,/stocks/lcc-infotech-LCCI,INE938A01021
LFIC,Lakshmi Finance and Industrial Corp Ltd,LFIC,stock,/stocks/lakshmi-finance-and-industrial-corp-LFIC,INE850E01012
LINP,Lincoln Pharmaceuticals Ltd,LINCOLN,stock,/stocks/lincoln-pharmaceuticals-LINP,INE405C01035
LIND,Linde India Ltd,LINDEINDIA,stock,/stocks/linde-india-LIND,INE473A01011
LAND,Landmark Property Development Co Ltd,LPDC,stock,/stocks/landmark-property-development-co-LAND,INE197J01017
LKMC,LMW Ltd,LMW,stock,/stocks/lakshmi-machine-works-LKMC,INE269B01029
LUAT,Lumax AutoTechnologies Ltd,LUMAXTECH,stock,/stocks/lumax-autotechnologies-LUAT,INE872H01027
LAGN,Lagnam Spintex Ltd,LAGNAM,stock,/stocks/lagnam-spintex-LAGN,INE548Z01017
LAMB,Lambodhara Textiles Ltd,LAMBODHARA,stock,/stocks/lambodhara-textiles-LAMB,INE112F01022
LTEH,L&T Technology Services Ltd,LTTS,stock,/stocks/landt-technology-services-LTEH,INE010V01017
LOMA,Lokesh Machines Ltd,LOKESHMACH,stock,/stocks/lokesh-machines-LOMA,INE397H01017
LART,Larsen and Toubro Ltd,LT,stock,/stocks/larsen-and-toubro-LART,INE018A01030
LAUL,Laurus Labs Ltd,LAURUSLABS,stock,/stocks/laurus-labs-LAUL,INE947Q01028
LSIL,Lloyds Engineering Works Ltd,LLOYDSENGG,stock,/stocks/lloyds-steels-industries-LSIL,INE093R01011
LEMO,Lemon Tree Hotels Ltd,LEMONTREE,stock,/stocks/lemon-tree-hotels-LEMO,INE970X01018
LEXU,Lexus Granito (India) Ltd,LEXUS,stock,/stocks/lexus-granito-india-LEXU,INE500X01013
LYKA,Lyka Labs Ltd,LYKALABS,stock,/stocks/lyka-labs-LYKA,INE933A01014
LASA,Lasa Supergenerics Ltd,LASA,stock,/stocks/lasa-supergenerics-LASA,INE670X01014
LUPN,Lupin Ltd,LUPIN,stock,/stocks/lupin-LUPN,INE326A01037
LIBS,Liberty Shoes Ltd,LIBERTSHOE,stock,/stocks/liberty-shoes-LIBS,INE557B01019
LTFH,L&T Finance Ltd,LTF,stock,/stocks/landt-finance-holdings-LTFH,INE498L01015
LKEL,Lakshmi Electrical Control Systems Ltd,LAKSELEC,stock,/stocks/lakshmi-electrical-control-systems-LKEL,INE284C01018
LGB,LG Balakrishnan & Bros Ltd,LGBBROSLTD,stock,/stocks/lg-balakrishnan-and-bros-LGB,INE337A01034
LIBA,Libas Consumer Products Ltd,LIBAS,stock,/stocks/libas-consumer-products-LIBA,INE908V01012
LICH,LIC Housing Finance Ltd,LICHSGFIN,stock,/stocks/lic-housing-finance-LICH,INE115A01026
LXPR,Lakshmi Precision Screws Ltd,LAKPRE,stock,/stocks/lakshmi-precision-screws-LXPR,INE651C01018
LAOP,La Opala R G Ltd,LAOPALA,stock,/stocks/la-opala-r-g-LAOP,INE059D01020
LATT,Latteys Industries Ltd,LATTEYS,stock,/stocks/latteys-industries-LATT,INE262Z01023
LAXI,Laxmi Goldorna House Ltd,LGHL,stock,/stocks/laxmi-goldorna-house-LAXI,INE258Y01016
LOTS,Lotus Eye Hospital and Institute Ltd,LOTUSEYE,stock,/stocks/lotus-eye-hospital-and-institute-LOTS,INE947I01017
LRTI,LTIMindtree Ltd,LTIM,stock,/stocks/larsen-and-toubro-infotech-LRTI,INE214T01019
LAL,Lorenzini Apparels Ltd,LAL,stock,/stocks/lorenzini-apparels-LAL,INE740X01023
LOY,LOYAL EQUIPMENTS Ltd,LOYAL,stock,/stocks/loyal-equipments-LOY,INE876S01017
LIK,Likhami Consulting Ltd,LIKHAMI,stock,/stocks/likhami-consulting-LIK,INE920T01011
LEX,Lex Nimble Solutions Ltd,LEX,stock,/stocks/lex-nimble-solutions-LEX,INE860Y01019
RADH,Le Lavoir Ltd,LELAVOIR,stock,/stocks/radhey-trade-holding-RADH,INE204S01012
LEG,Legacy Mercantile Ltd,LEGACY,stock,/stocks/legacy-mercantile-LEG,INE241Q01018
LLF,Leading Leasing Finance and Investment Company Ltd,LLFICL,stock,/stocks/leading-leasing-finance-and-investment-company-LLF,INE715Q01029
LAK,Lakhotia Polyesters (India) Ltd,LAKHOTIA,stock,/stocks/lakhotia-polyesters-india-LAK,INE191O01010
LPN,Laxmipati Engineering Works Ltd,LAXMIPATI,stock,/stocks/lp-naval-engineering-LPN,INE920P01019
LAN,Lancer Container Lines Ltd,LANCER,stock,/stocks/lancer-containers-lines-LAN,INE359U01028
LOO,Looks Health Services Ltd,LOOKS,stock,/stocks/looks-health-services-LOO,INE204N01013
LES,Lesha Industries Ltd,LESHAIND,stock,/stocks/lesha-industries-LES,INE050L01048
LANDM,Landmarc Leisure Corporation Ltd,LANDMARC,stock,/stocks/landmarc-leisure-corporation-LANDM,INE394C01023
SER,Lexoraa Industries Ltd,LEXORAA,stock,/stocks/servoteach-industries-SER,INE185D01015
LEH,Lehar Footwears Ltd,LEHAR,stock,/stocks/lehar-footwears-LEH,INE976H01018
CONFI,Longspur International Ventures Ltd,LONGSPUR,stock,/stocks/confidence-finance-and-trading-CONFI,INE180M01033
LKP,LKP Securities Ltd,LKPSEC,stock,/stocks/lkp-securities-LKP,INE341H01023
ETT,Laddu Gopal Online Services Ltd,LADDU,stock,/stocks/ett-ETT,INE546I01025
LYO,Lyons Corporate Market Ltd,LYONSCO,stock,/stocks/lyons-corporate-market-LYO,INE100F01019
LAH,Lahoti Overseas Ltd,LAHOTIOV,stock,/stocks/lahoti-overseas-LAH,INE515C01023
SHRG,Lloyds Enterprises Ltd,LLOYDSENT,stock,/stocks/shree-global-tradefin-SHRG,INE080I01025
LER,Lerthai Finance Ltd,LERTHAI,stock,/stocks/lerthai-finance-LER,INE347D01011
LWS,LWS Knitwear Ltd,LWSKNIT,stock,/stocks/lws-knitwear-LWS,INE281M01013
LYN,Lynx Machinery and Commercials Ltd,LYNMC,stock,/stocks/lynx-machinery-and-commercials-LYN,INE732D01014
LINK,Link Pharmachem Ltd,LINKPH,stock,/stocks/link-pharma-chem-LINK,INE302F01011
LIBO,Libord Finance Ltd,LIBORDFIN,stock,/stocks/libord-finance-LIBO,INE212B01011
LIP,Lippi Systems Ltd,LIPPISYS,stock,/stocks/lippi-systems-LIP,INE845B01018
LEA,Lead Financial Services Ltd,LEADFIN,stock,/stocks/lead-financial-services-LEA,INE531D01010
LEE,Lee & Nee Softwares (Exports) Ltd,LEENEE,stock,/stocks/lee-and-nee-software-exports-LEE,INE791B01014
LON,Longview Tea Co Ltd,LONTE,stock,/stocks/longview-tea-company-LON,INE696E01019
LAF,Laffans Petrochemicals Ltd,LAFFANSQ,stock,/stocks/laffans-petrochemicals-LAF,INE919B01011
LIB,Libord Securities Ltd,LIBORD,stock,/stocks/libord-securities-LIB,INE267E01019
LADD,Ladderup Finance Ltd,LADDERUP,stock,/stocks/ladderup-finance-LADD,INE519D01015
LYK,Lykis Ltd,LYKISLTD,stock,/stocks/lykis-LYK,INE624M01014
LAHL,Ladam Affordable Housing Ltd,LAHL,stock,/stocks/ladam-affordable-housing-LAHL,INE213U01019
TRANF,Last Mile Enterprises Ltd,LASTMILE,stock,/stocks/trans-financial-resources-TRANF,INE404B01022
LORD,Lords Ishwar Hotels Ltd,LORDSHOTL,stock,/stocks/lords-ishwar-hotels-LORD,INE689J01013
LUD,Ludlow Jute & Specialities Ltd,LUDLOWJUT,stock,/stocks/ludlow-jute-and-specialities-LUD,INE983C01015
LLO,Lloyds Metals and Energy Ltd,LLOYDSME,stock,/stocks/lloyds-metals-and-energy-LLO,INE281B01032
MAHAA,Lake Shore Realty Ltd,LAKESHORE,stock,/stocks/mahaan-foods-MAHAA,INE734D01010
LAC,Lactose (India) Ltd,LACTOSE,stock,/stocks/lactose-india-LAC,INE058I01013
LOT,Lotus Chocolate Company Ltd,LOTUSCHO,stock,/stocks/lotus-chocolate-company-LOT,INE026D01011
LANC,Lancor Holdings Ltd,LANCORHOL,stock,/stocks/lancor-holdings-LANC,INE572G01025
LAKS,Lakshmi Mills Company Ltd,LAKSHMIMIL,stock,/stocks/lakshmi-mills-company-LAKS,INE938C01019
LXM,Lakshmi Engineering and Warehousing Ltd,LAKSHMIEW,stock,/stocks/lakshmi-automatic-loom-works-LXM,INE718M01022
LKPM,LKP Finance Ltd,LKPFIN,stock,/stocks/lkp-finance-LKPM,INE724A01017
